"Pattern","Path","LineNumber","Line"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","2","# Arranca moduleC_pipeline.py con PyQGIS headless + sys.path plugins (Processing)"
"Incendios_Nueva version","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","11","INC_NEW = r""D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\Incendios_Nueva version"""
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","14","OSGEO4W_ROOT = os.environ.get(""OSGEO4W_ROOT"", r""C:\Users\X412\AppData\Local\Programs\OSGeo4W"")"
"OSGEO4W_ROOT","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","15","QGIS_APP = os.path.join(OSGEO4W_ROOT, ""apps"", ""qgis"")"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","18","os.environ.setdefault(""QGIS_PREFIX_PATH"", QGIS_APP)"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","27","print(""  QGIS_PREFIX_PATH ="", os.environ.get(""QGIS_PREFIX_PATH""))"
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","33","    ""--gata-root"", GATA_ROOT,"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","34","    ""--modulec-datos"", MODULEC_DATOS,"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\bootstrap_moduleC.py","35","    ""--inc-new"", INC_NEW,"
"Incendios_Nueva version","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","8","- INC_NEW = ...\Incendios_Nueva version"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","12","- ...\Module C\03_outputs\qa\"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","13","- ...\Module C\03_outputs\tables\"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","14","- ...\Module C\03_outputs\maps\"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","15","- ...\Module C\03_outputs\brief\"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","187","        from qgis.core import QgsApplication"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","189","        import processing"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","190","        from processing.core.Processing import Processing"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","193","        prefix = os.environ.get(""QGIS_PREFIX_PATH"", """")"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","196","                QgsApplication.setPrefixPath(prefix, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","201","        qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","204","        Processing.initialize()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","208","            reg = QgsApplication.processingRegistry()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","215","                QgsApplication.processingRegistry().addProvider(QgsNativeAlgorithms())"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","220","        qa.add(""0000_INIT_QGIS"", ""PASS"", ""PyQGIS + Processing OK"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","221","        return qgs, processing"
"01_std","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","231","    std = modulec_datos / ""01_std"""
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","460","    ap.add_argument(""--gata-root"", required=True)"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","461","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","462","    ap.add_argument(""--inc-new"", required=True)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","473","    out_dir = modulec_root / ""03_outputs"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","494","        qgs, processing = init_qgis(qa)"
"01_std","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","520","            raise RuntimeError(""No se encontrÃ³ NUTS3 en 01_std/admin/nuts3"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","533","            vl = processing.run(""native:extractbyexpression"", {""INPUT"": vl, ""EXPRESSION"": pt_expr, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","535","        vl = processing.run(""native:fixgeometries"", {""INPUT"": vl, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","536","        vl = processing.run(""native:reprojectlayer"", {""INPUT"": vl, ""TARGET_CRS"": crs_3763, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","579","                res = processing.run(""gdal:warpreproject"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","602","            processing.algorithmHelp(""native:zonalstatisticsfb"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","613","                admin_work = processing.run(""native:zonalstatisticsfb"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","622","                processing.run(""qgis:zonalstatistics"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","747","            fire2 = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","757","            fire2 = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","768","            inter = processing.run(""native:intersection"", {""INPUT"": admin_layer, ""OVERLAY"": fire2, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","771","            inter = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","781","            stats_area = processing.run(""qgis:statisticsbycategories"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","798","            fire_big = processing.run(""native:extractbyexpression"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","804","            inter_big = processing.run(""native:intersection"", {""INPUT"": admin_layer, ""OVERLAY"": fire_big, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline (1)_original.py","806","            stats_big = processing.run(""qgis:statisticsbycategories"", {"
"Incendios_Nueva version","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","8","- INC_NEW = ...\Incendios_Nueva version"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","12","- ...\Module C\03_outputs\qa\"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","13","- ...\Module C\03_outputs\tables\"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","14","- ...\Module C\03_outputs\maps\"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","15","- ...\Module C\03_outputs\brief\"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","188","        from qgis.core import QgsApplication"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","190","        import processing"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","191","        from processing.core.Processing import Processing"
"QGIS_PREFIX_PATH","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","194","        prefix = os.environ.get(""QGIS_PREFIX_PATH"", """")"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","197","                QgsApplication.setPrefixPath(prefix, True)"
"QgsApplication","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","202","        qgs = QgsApplication([], False)"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","205","        Processing.initialize()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","209","            reg = QgsApplication.processingRegistry()"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","216","                QgsApplication.processingRegistry().addProvider(QgsNativeAlgorithms())"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","221","        qa.add(""0000_INIT_QGIS"", ""PASS"", ""PyQGIS + Processing OK"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","222","        return qgs, processing"
"01_std","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","232","    std = modulec_datos / ""01_std"""
"--gata-root","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","542","    ap.add_argument(""--gata-root"", required=True)"
"--modulec-datos","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","543","    ap.add_argument(""--modulec-datos"", required=True)"
"--inc-new","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","544","    ap.add_argument(""--inc-new"", required=True)"
"03_outputs","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","555","    out_dir = modulec_root / ""03_outputs"""
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","576","        qgs, processing = init_qgis(qa)"
"01_std","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","602","            raise RuntimeError(""No se encontrÃ³ NUTS3 en 01_std/admin/nuts3"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","615","            vl = processing.run(""native:extractbyexpression"", {""INPUT"": vl, ""EXPRESSION"": pt_expr, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","617","        vl = processing.run(""native:fixgeometries"", {""INPUT"": vl, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","618","        vl = processing.run(""native:reprojectlayer"", {""INPUT"": vl, ""TARGET_CRS"": crs_3763, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","665","                res = processing.run(""gdal:warpreproject"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","689","            processing.algorithmHelp(""native:zonalstatisticsfb"")"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","702","                admin_work = processing.run(""native:zonalstatisticsfb"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","711","                processing.run(""qgis:zonalstatistics"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","837","            fire2 = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","847","            fire2 = processing.run(""native:fieldcalculator"", {"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","858","            inter = processing.run(""native:intersection"", {""INPUT"": admin_layer, ""OVERLAY"": fire2, ""OUTPUT"": ""memory:""})[""OUTPUT""]"
"processing","D:\Mestrado\GATA_2025_2026\Prueba_aislada\ISO_GATA_20260121_130505\_qa_catalogs\moduleC_local_pipeline\moduleC_pipeline.BAK.py","861","            inter = processing.run(""native:fieldcalculator"", {"
